"","Male","Married","Protestant","Republican","GunOwner","Obama"
"846",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"847",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"848",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"849",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"850",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"851",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"852",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"853",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"854",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"855",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"856",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"857",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"858",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"859",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"860",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"861",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"862",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"863",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"864",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"865",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"866",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"867",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"868",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"869",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"870",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"871",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"872",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"873",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"874",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"875",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"876",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"877",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"878",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"879",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"880",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"881",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"882",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"883",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"884",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"885",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"886",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"887",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"888",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"889",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"890",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"891",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"892",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"893",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"894",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"895",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"896",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"897",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"898",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"899",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"900",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"901",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"902",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"903",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"904",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"905",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"906",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"907",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"908",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"909",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"910",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"911",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"912",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"913",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"914",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"915",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"916",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"917",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"918",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"919",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"920",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"921",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"922",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"923",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"924",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"925",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"926",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"927",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"928",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"929",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"930",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"931",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"932",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"933",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"934",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"935",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"936",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"937",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"938",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"939",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"940",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"941",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"942",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"943",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"944",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"945",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"946",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"947",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"948",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"949",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"950",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"951",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"952",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"953",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"954",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"955",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"956",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"957",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"958",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"959",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"960",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"961",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"962",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"963",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"964",TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
"965",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"966",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"967",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"968",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"969",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"970",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"971",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"972",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"973",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"974",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"975",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"976",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"977",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"978",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"979",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"980",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"981",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"982",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"983",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"984",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"985",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"986",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"987",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"988",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"989",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"990",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"991",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"992",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"993",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"994",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"995",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"996",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"997",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"998",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"999",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1000",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1001",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
"1002",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1003",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1004",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1005",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1006",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"1007",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1008",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1009",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1010",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"1011",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1012",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1013",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"1014",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1015",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"1016",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"1017",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1018",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1019",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"1020",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1021",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1022",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1023",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1024",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1025",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1026",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1027",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"1028",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1029",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1030",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1031",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1032",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1033",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"1034",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1035",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1036",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1037",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1038",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1039",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1040",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1041",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1042",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1043",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1044",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1045",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1046",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1047",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"1048",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1049",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1050",TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"1051",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1052",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1053",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1054",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1055",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1056",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1057",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1058",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1059",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1060",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1061",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1062",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"1063",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1064",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1065",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1066",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1067",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1068",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1069",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1070",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1071",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1072",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1073",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"1074",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1075",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1076",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"1077",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1078",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1079",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"1080",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1081",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1082",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1083",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1084",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1085",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1086",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1087",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1088",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"1089",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1090",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1091",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1092",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1093",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1094",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1095",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1096",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1097",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1098",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1099",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"1100",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1101",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1102",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1103",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1104",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
"1105",TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
"1106",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1107",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
"1108",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1109",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1110",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1111",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"1112",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1113",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"1114",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"1115",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1116",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1117",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1118",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1119",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1120",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1121",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"1122",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1123",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1124",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"1125",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1126",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1127",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"1128",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1129",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"1130",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"1131",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"1132",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1133",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1134",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1135",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1136",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"1137",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1138",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1139",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1140",FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"1141",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"1142",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1143",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1144",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1145",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"1146",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1147",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"1148",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1149",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"1150",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1151",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1152",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1153",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"1154",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1155",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1156",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1157",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1158",FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"1159",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1160",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1161",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1162",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1163",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1164",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1165",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
"1166",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1167",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1168",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1169",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE
"1170",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1171",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1172",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1173",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1174",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"1175",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1176",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1177",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE
"1178",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1179",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1180",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1181",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1182",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"1183",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1184",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1185",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1186",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1187",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1188",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1189",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1190",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1191",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1192",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1193",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1194",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"1195",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1196",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"1197",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1198",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1199",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"1200",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1201",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"1202",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1203",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1204",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1205",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1206",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1207",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1208",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1209",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1210",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1211",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1212",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1213",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"1214",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1215",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE
"1216",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
"1217",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1218",TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"1219",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1220",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"1221",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1222",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1223",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1224",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"1225",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1226",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
"1227",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1228",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE
"1229",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"1230",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"1231",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1232",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1233",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"1234",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1235",TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
"1236",TRUE,TRUE,FALSE,TRUE,TRUE,FALSE
"1237",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1238",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1239",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1240",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"1241",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1242",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"1243",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"1244",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1245",FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"1246",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"1247",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"1248",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
"1249",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1250",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
"1251",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"1252",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"1253",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1254",FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"1255",FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"1256",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"1257",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"1258",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"1259",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
"1260",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
